species,size,fragrance,height_cm,species type
shoeblack plant,medium,none,68.19,1
shoeblack plant,medium,none,135.97,2
rose,small,strong,56.82,2
hibiscus,large,none,182.85,1
hibiscus,large,none,186.36,2
rose,medium,mild,89.34,1
hibiscus,large,none,191.91,2
rose,medium,mild,73.58,2
shoeblack plant,medium,mild,143.11,2
shoeblack plant,medium,none,93.75,1
rose,medium,mild,48.44,1
rose,medium,mild,52.92,3
shoeblack plant,large,mild,83.73,1
shoeblack plant,medium,mild,131.69,1
rose,small,strong,37.45,3
hibiscus,large,none,103.87,1
rose,small,mild,50.63,1
hibiscus,large,none,169.68,3
shoeblack plant,large,mild,129.38,1
rose,medium,mild,64.92,2
rose,small,mild,76.44,1
shoeblack plant,medium,mild,56.73,1
hibiscus,large,none,156.1,3
rose,medium,strong,78.18,2
hibiscus,large,none,147.63,3
hibiscus,large,none,156.54,2
shoeblack plant,large,mild,55.76,1
hibiscus,large,none,127.22,3
rose,medium,strong,46.98,1
rose,medium,strong,72.05,2
rose,small,strong,44.12,2
hibiscus,large,none,188.61,1
hibiscus,large,none,190.79,3
hibiscus,large,none,173.14,3
hibiscus,large,none,132.99,2
hibiscus,large,none,180.13,2
rose,medium,strong,90.75,1
rose,small,strong,60.91,3
hibiscus,large,none,171.82,3
shoeblack plant,large,none,50.08,1
rose,small,mild,85.12,1
rose,small,strong,47.23,1
shoeblack plant,medium,none,72.04,1
hibiscus,large,none,105.56,3
shoeblack plant,medium,none,112.95,2
rose,small,strong,62.66,1
rose,medium,mild,38.6,1
shoeblack plant,large,none,146.35,1
shoeblack plant,medium,mild,89.25,1
shoeblack plant,large,mild,52.39,2
shoeblack plant,large,mild,132.75,3
hibiscus,large,none,158.03,2
rose,small,mild,87.53,1
rose,medium,mild,52.02,2
shoeblack plant,medium,mild,85.69,3
shoeblack plant,medium,none,58.85,3
hibiscus,large,none,196.34,3
rose,medium,strong,33.43,2
hibiscus,large,none,176.85,2
shoeblack plant,large,none,117.55,1
rose,medium,strong,33.58,3
rose,small,strong,65.77,2
shoeblack plant,medium,mild,113.78,2
hibiscus,large,none,162.4,2
hibiscus,large,none,134.83,1
rose,small,strong,88.71,2
shoeblack plant,large,mild,62.34,1
shoeblack plant,medium,none,85.94,1
rose,medium,strong,63.67,1
shoeblack plant,medium,mild,139.22,3
shoeblack plant,large,none,73.16,3
shoeblack plant,large,none,129.48,2
hibiscus,large,none,197.47,2
shoeblack plant,medium,none,75.72,3
rose,medium,strong,71.22,3
rose,small,strong,32.4,2
hibiscus,large,none,189.76,3
hibiscus,large,none,145.2,2
shoeblack plant,large,none,113.47,2
rose,medium,strong,75.25,1
hibiscus,large,none,198.41,2
shoeblack plant,medium,mild,140.09,2
rose,medium,mild,35.52,1
rose,small,strong,94.5,1
shoeblack plant,large,mild,65.84,2
shoeblack plant,large,mild,66.5,1
rose,small,strong,41.41,1
shoeblack plant,large,none,147.31,2
hibiscus,large,none,178.48,3
shoeblack plant,large,mild,125.04,2
rose,medium,mild,89.3,3
rose,small,strong,40.21,3
shoeblack plant,large,mild,90.59,1
shoeblack plant,large,mild,117.58,3
shoeblack plant,large,mild,97.85,2
rose,medium,mild,91.43,3
rose,medium,mild,77.41,3
rose,small,mild,71.21,1
hibiscus,large,none,160.15,1
hibiscus,large,none,175.91,1
shoeblack plant,large,mild,143.04,1
rose,medium,mild,37.25,1
shoeblack plant,large,none,103.46,1
shoeblack plant,large,none,149.13,1
hibiscus,large,none,169.98,3
shoeblack plant,medium,none,84.95,2
hibiscus,large,none,170.99,3
rose,medium,strong,64.33,1
hibiscus,large,none,128.69,3
rose,small,strong,46.62,1
rose,small,strong,92.22,2
rose,medium,strong,36.44,2
rose,medium,strong,96.13,1
hibiscus,large,none,144.03,3
rose,small,mild,44.16,3
shoeblack plant,medium,mild,85.31,3
shoeblack plant,medium,none,130.75,2
shoeblack plant,medium,mild,133.06,1
hibiscus,large,none,109.07,3
hibiscus,large,none,147.59,1
hibiscus,large,none,179.41,2
rose,small,strong,45.68,2
hibiscus,large,none,188.01,3
rose,small,strong,42.37,3
hibiscus,large,none,193.83,1
rose,small,strong,31,3
shoeblack plant,medium,none,115.36,3
hibiscus,large,none,169.39,2
rose,medium,strong,31.25,3
rose,medium,mild,58.62,3
rose,small,strong,43.51,2
shoeblack plant,large,mild,105.52,3
shoeblack plant,medium,none,115.77,2
rose,small,mild,70.77,3
hibiscus,large,none,139.9,3
shoeblack plant,medium,mild,80.12,2
rose,medium,mild,42.57,2
rose,medium,mild,93.91,2
rose,medium,strong,81.61,3
hibiscus,large,none,149.72,2
shoeblack plant,medium,mild,143.73,2
shoeblack plant,large,mild,59.61,1
shoeblack plant,large,mild,131.57,2
hibiscus,large,none,101.32,2
hibiscus,large,none,114,1
rose,small,mild,40.39,1
rose,medium,mild,67.68,2
hibiscus,large,none,173.16,2
rose,small,mild,79.48,1
shoeblack plant,medium,mild,60.54,1
rose,medium,mild,88.2,3
shoeblack plant,medium,mild,134.66,2
hibiscus,large,none,167.72,2
shoeblack plant,large,none,75.11,2
rose,medium,strong,91.06,3
hibiscus,large,none,179.2,2
hibiscus,large,none,171.93,1
hibiscus,large,none,161.49,3
rose,small,mild,40.27,1
rose,small,mild,93.79,2
rose,small,mild,76.19,2
shoeblack plant,large,mild,66.89,2
hibiscus,large,none,192.74,1
hibiscus,large,none,130.79,2
shoeblack plant,large,none,60.58,3
rose,small,strong,95.69,2
shoeblack plant,medium,mild,90.63,2
rose,medium,strong,48.36,1
shoeblack plant,medium,none,128.54,3
rose,small,mild,43.98,2
rose,small,mild,88.87,3
rose,small,strong,45.06,1
rose,small,strong,51.9,1
rose,small,strong,97.89,2
shoeblack plant,large,mild,101.47,2
shoeblack plant,large,none,74.66,1
hibiscus,large,none,188.58,3
shoeblack plant,medium,mild,65.74,1
hibiscus,large,none,156.51,1
shoeblack plant,medium,none,100.05,2
shoeblack plant,medium,mild,121.79,3
shoeblack plant,medium,none,62.41,2
shoeblack plant,large,none,76.02,1
rose,small,strong,84.91,1
hibiscus,large,none,100.47,3
rose,small,strong,63.29,2
rose,medium,mild,65.4,2
hibiscus,large,none,115.78,2
rose,medium,strong,96.99,1
shoeblack plant,medium,none,94.3,1
rose,small,mild,57.21,1
rose,small,mild,38.33,2
shoeblack plant,medium,mild,126.29,2
hibiscus,large,none,110.82,3
rose,small,strong,74.06,2
shoeblack plant,large,mild,140.44,2
shoeblack plant,large,mild,105.45,3
shoeblack plant,medium,none,70.83,1
rose,medium,strong,53.15,3
shoeblack plant,large,mild,70.48,3
rose,medium,strong,50.62,2
shoeblack plant,large,none,137.95,2
rose,small,mild,56.04,1
shoeblack plant,medium,none,99.17,2
hibiscus,large,none,119.59,2
rose,small,strong,76.93,3
shoeblack plant,large,mild,120.73,3
rose,medium,strong,69.66,1
hibiscus,large,none,104.8,2
rose,medium,strong,34.54,3
hibiscus,large,none,107.03,2
shoeblack plant,medium,mild,103.23,1
shoeblack plant,large,none,128.81,3
hibiscus,large,none,139.23,2
hibiscus,large,none,173.86,1
shoeblack plant,medium,mild,60.6,3
hibiscus,large,none,160.25,2
hibiscus,large,none,170.37,1
hibiscus,large,none,162.33,2
hibiscus,large,none,112.22,1
rose,medium,strong,79.57,2
hibiscus,large,none,159.26,1
rose,small,mild,70.97,2
rose,medium,strong,32.38,3
hibiscus,large,none,192.14,2
rose,medium,strong,82.7,3
hibiscus,large,none,194.07,2
hibiscus,large,none,141.63,3
rose,small,strong,92.56,2
hibiscus,large,none,101.12,3
hibiscus,large,none,100.41,2
rose,medium,strong,82.28,2
shoeblack plant,large,none,114.51,1
rose,medium,mild,52.84,2
rose,small,mild,49.14,3
rose,medium,mild,65.79,2
shoeblack plant,large,none,136.65,1
shoeblack plant,medium,mild,134.87,3
hibiscus,large,none,114.06,3
hibiscus,large,none,179.95,2
hibiscus,large,none,170.79,3
shoeblack plant,medium,mild,56.8,1
rose,medium,mild,43.81,3
hibiscus,large,none,179.97,2
rose,small,mild,41.85,2
rose,small,strong,61.51,1
hibiscus,large,none,100.6,1
hibiscus,large,none,127.05,3
shoeblack plant,medium,none,106.38,3
shoeblack plant,large,mild,84.2,1
hibiscus,large,none,141.51,3
shoeblack plant,large,mild,57.26,1
rose,small,mild,53.13,3
hibiscus,large,none,136.76,3
hibiscus,large,none,172.07,1
hibiscus,large,none,181.46,1
hibiscus,large,none,122.89,1
rose,small,strong,98.85,3
shoeblack plant,large,none,76.25,2
rose,small,mild,61.43,2
hibiscus,large,none,122.64,3
shoeblack plant,medium,none,116.16,2
shoeblack plant,large,none,64.7,3
hibiscus,large,none,192.45,2
shoeblack plant,medium,mild,86.38,2
hibiscus,large,none,147.49,3
shoeblack plant,large,mild,128.06,1
shoeblack plant,medium,none,137.5,1
shoeblack plant,medium,mild,54.51,2
rose,medium,mild,87.34,2
hibiscus,large,none,198.01,3
shoeblack plant,large,none,136.28,1
rose,small,mild,50.87,1
hibiscus,large,none,146.44,1
shoeblack plant,large,mild,69.89,3
hibiscus,large,none,124.84,1
rose,small,strong,72.94,2
hibiscus,large,none,155.23,2
hibiscus,large,none,114.54,1
shoeblack plant,large,mild,118.89,1
hibiscus,large,none,131.56,1
hibiscus,large,none,107.71,3
rose,medium,strong,33.07,1
shoeblack plant,large,mild,92.57,1
hibiscus,large,none,185.86,3
hibiscus,large,none,155.07,2
rose,medium,strong,52.91,2
hibiscus,large,none,119.88,3
rose,medium,strong,79.67,3
shoeblack plant,large,none,94.2,3
shoeblack plant,large,none,92.52,2
shoeblack plant,medium,mild,52.76,2
rose,medium,mild,46.2,2
shoeblack plant,medium,none,103.1,2
shoeblack plant,large,none,106.18,3
rose,small,strong,63.36,2
shoeblack plant,large,mild,125.03,1
hibiscus,large,none,139.51,2
hibiscus,large,none,124.3,2
hibiscus,large,none,144.66,1
shoeblack plant,large,mild,75.26,2
shoeblack plant,medium,mild,51.7,3
shoeblack plant,medium,none,126.65,3
shoeblack plant,medium,mild,113.05,2
rose,medium,strong,79.42,3
shoeblack plant,medium,none,68.65,2
hibiscus,large,none,112.48,1
shoeblack plant,large,none,76.26,2
shoeblack plant,large,mild,144.78,3
shoeblack plant,medium,none,149.53,3
shoeblack plant,large,mild,119.13,1
shoeblack plant,large,none,89.71,3
rose,small,strong,36.15,3
rose,medium,strong,32.05,3
hibiscus,large,none,195.08,3
hibiscus,large,none,181.62,3
hibiscus,large,none,153.66,3
hibiscus,large,none,103.63,2
hibiscus,large,none,155.53,2
rose,medium,mild,49,3
hibiscus,large,none,133.78,1
hibiscus,large,none,120.26,3
shoeblack plant,large,mild,50.47,2
hibiscus,large,none,184.78,1
rose,small,strong,87.31,3
rose,medium,mild,78.21,3
hibiscus,large,none,162.48,3
rose,medium,mild,96.45,1
rose,medium,mild,81.84,3
hibiscus,large,none,124.23,2
hibiscus,large,none,196.92,3
rose,small,strong,56.07,2
rose,small,mild,94.51,1
hibiscus,large,none,179.69,1
shoeblack plant,medium,mild,145.64,1
rose,medium,mild,89.26,1
shoeblack plant,medium,none,109.76,3
hibiscus,large,none,150.74,1
rose,medium,mild,48.5,3
shoeblack plant,large,mild,118.81,3
shoeblack plant,medium,none,79.02,2
rose,small,strong,81.46,3
shoeblack plant,medium,mild,135.88,1
shoeblack plant,medium,none,58.73,2
shoeblack plant,medium,mild,141.37,2
rose,small,mild,76.78,2
hibiscus,large,none,141.61,2
rose,small,mild,65.62,2
hibiscus,large,none,139.3,2
rose,medium,mild,64.96,1
rose,small,mild,94.88,2
shoeblack plant,large,mild,110.34,1
shoeblack plant,medium,mild,69.69,2
rose,medium,strong,68.29,3
rose,medium,mild,63.16,1
rose,medium,mild,58.11,2
hibiscus,large,none,109.29,3
shoeblack plant,medium,mild,64.49,3
shoeblack plant,medium,mild,93.12,1
rose,medium,strong,97.43,2
rose,small,mild,91.14,2
hibiscus,large,none,159.84,3
rose,small,mild,67.74,1
shoeblack plant,large,mild,102.63,2
rose,medium,strong,46.57,3
hibiscus,large,none,161.67,1
rose,medium,strong,78.83,3
hibiscus,large,none,183.37,3
shoeblack plant,large,mild,57.06,1
rose,medium,strong,98.95,2
hibiscus,large,none,175.71,2
shoeblack plant,large,mild,113.85,1
shoeblack plant,medium,none,124.21,1
rose,medium,strong,63.85,2
rose,medium,mild,33.75,3
hibiscus,large,none,142.78,2
shoeblack plant,large,mild,86.29,3
shoeblack plant,medium,mild,80.16,3
shoeblack plant,large,none,110.02,2
rose,medium,mild,91.75,2
hibiscus,large,none,196.22,3
hibiscus,large,none,192.2,2
shoeblack plant,medium,none,55.33,2
hibiscus,large,none,140.76,3
rose,small,mild,74.84,3
rose,small,mild,83.84,1
shoeblack plant,large,mild,125.72,2
hibiscus,large,none,172.54,1
hibiscus,large,none,143.56,2
hibiscus,large,none,123.18,2
shoeblack plant,large,mild,100.24,1
shoeblack plant,medium,mild,50.68,3
rose,medium,mild,56.7,2
hibiscus,large,none,119.42,1
rose,small,mild,57.34,3
rose,medium,strong,95.86,3
hibiscus,large,none,166.19,3
hibiscus,large,none,190.17,3
rose,small,strong,69.23,2
hibiscus,large,none,107.51,2
rose,medium,strong,35.43,2
hibiscus,large,none,118.53,1
hibiscus,large,none,128.86,1
shoeblack plant,large,mild,65.02,3
rose,small,strong,94.81,1
hibiscus,large,none,165.97,3
hibiscus,large,none,102.63,1
rose,small,mild,45.43,2
shoeblack plant,large,mild,113.96,2
rose,small,mild,56.76,3
shoeblack plant,large,none,95.41,1
rose,medium,mild,57.29,3
hibiscus,large,none,181.75,3
hibiscus,large,none,109.51,1
hibiscus,large,none,107.47,3
hibiscus,large,none,131.41,3
rose,medium,strong,95.75,3
shoeblack plant,medium,none,82.21,3
rose,medium,mild,68.81,2
hibiscus,large,none,141.06,2
shoeblack plant,large,none,66.92,1
shoeblack plant,medium,none,82.9,2
shoeblack plant,medium,none,95.58,2
shoeblack plant,medium,mild,73.88,1
shoeblack plant,large,mild,67.61,2
rose,small,strong,51.73,3
rose,small,strong,81.16,2
rose,small,strong,44.86,3
shoeblack plant,large,none,121.27,2
hibiscus,large,none,129.28,2
shoeblack plant,large,none,65.24,2
shoeblack plant,large,none,145.52,2
hibiscus,large,none,192.17,1
hibiscus,large,none,101.6,1
shoeblack plant,medium,none,145.93,3
rose,small,mild,37.17,2
shoeblack plant,medium,mild,50.61,2
hibiscus,large,none,142.89,3
hibiscus,large,none,122.82,3
shoeblack plant,medium,none,124.69,2
hibiscus,large,none,171.42,1
rose,medium,strong,77.28,2
shoeblack plant,large,mild,146.56,1
shoeblack plant,large,none,112.67,3
rose,small,strong,54.71,3
shoeblack plant,medium,mild,54.39,3
shoeblack plant,medium,none,148.16,1
rose,medium,mild,81.22,3
hibiscus,large,none,132.7,3
hibiscus,large,none,119.76,1
hibiscus,large,none,130.26,1
rose,small,mild,50.53,1
shoeblack plant,medium,mild,51.31,1
shoeblack plant,medium,mild,138.21,3
rose,medium,mild,66.07,1
shoeblack plant,large,none,138.71,2
rose,small,strong,60.94,3
shoeblack plant,medium,mild,115.82,1
shoeblack plant,medium,mild,128.56,1
hibiscus,large,none,176.33,3
shoeblack plant,medium,mild,107.91,2
hibiscus,large,none,168.55,2
hibiscus,large,none,109.17,2
hibiscus,large,none,140.87,1
hibiscus,large,none,123,1
rose,small,strong,81.63,3
hibiscus,large,none,130.53,1
rose,small,strong,99.52,2
shoeblack plant,medium,mild,91.21,2
shoeblack plant,large,none,102.9,3
shoeblack plant,large,mild,146.62,2
shoeblack plant,medium,mild,58.38,3
shoeblack plant,medium,none,144.54,3
shoeblack plant,large,mild,124.99,1
hibiscus,large,none,178.72,3
hibiscus,large,none,162.84,3
rose,small,strong,94.46,3
rose,small,mild,75.93,2
rose,medium,mild,34.87,2
hibiscus,large,none,107.2,3
shoeblack plant,medium,mild,146.59,1
rose,medium,mild,72.24,1
shoeblack plant,medium,mild,101.36,2
rose,small,strong,36.49,2
hibiscus,large,none,162.67,2
rose,medium,mild,91.27,1
rose,small,strong,71.44,3
rose,small,strong,71.2,2
shoeblack plant,large,none,129.36,2
hibiscus,large,none,165.92,2
rose,medium,strong,41.97,1
rose,small,mild,37.33,3
hibiscus,large,none,162.59,3
shoeblack plant,large,mild,67.61,3
shoeblack plant,large,mild,136.8,2
rose,medium,mild,40.88,1
shoeblack plant,medium,mild,56.16,2
shoeblack plant,large,mild,146.09,1
rose,small,mild,65.53,3
rose,medium,strong,77.82,3
hibiscus,large,none,173.77,2
rose,medium,strong,61.6,1
rose,small,strong,73.05,1
rose,medium,mild,35.85,3
shoeblack plant,medium,none,120.74,1
hibiscus,large,none,196.18,2
shoeblack plant,large,none,77.38,3
rose,small,strong,41.38,1
rose,small,strong,71.44,2
shoeblack plant,medium,mild,97.4,2
shoeblack plant,large,none,84.69,2
hibiscus,large,none,179.23,1
shoeblack plant,medium,none,56.89,1
hibiscus,large,none,145.95,1
shoeblack plant,medium,mild,127.35,2
hibiscus,large,none,114.34,1
shoeblack plant,large,mild,92.49,1
rose,medium,strong,44.61,2
rose,small,mild,48.71,2
rose,medium,mild,46.29,1
rose,medium,strong,68.48,3
hibiscus,large,none,189.85,2
rose,small,mild,41.36,3
shoeblack plant,medium,mild,93.86,3
rose,medium,strong,40.91,1
shoeblack plant,medium,none,120.22,3
rose,small,strong,38.17,2
shoeblack plant,large,mild,110.59,1
hibiscus,large,none,178.35,2
rose,medium,mild,41.53,3
shoeblack plant,medium,none,90.32,1
hibiscus,large,none,155.77,1
shoeblack plant,large,mild,131.15,1
rose,medium,strong,61.14,1
rose,medium,mild,81.98,2
hibiscus,large,none,118.87,2
rose,small,strong,37.18,1
hibiscus,large,none,149.19,2
hibiscus,large,none,131.23,1
rose,medium,mild,56.14,1
hibiscus,large,none,111.25,1
rose,medium,strong,70.08,2
rose,medium,mild,82.77,2
shoeblack plant,medium,mild,124.88,3
rose,small,strong,95.81,2
rose,medium,strong,77.98,3
rose,medium,strong,31.35,1
hibiscus,large,none,104.88,2
shoeblack plant,medium,none,102.52,3
hibiscus,large,none,128.44,1
hibiscus,large,none,189.44,1
rose,medium,mild,96.4,1
hibiscus,large,none,198.23,3
rose,small,strong,41.62,1
rose,medium,mild,92.7,2
hibiscus,large,none,164.43,3
hibiscus,large,none,178.95,1
shoeblack plant,large,none,81.41,1
shoeblack plant,medium,mild,83.81,2
hibiscus,large,none,177.88,1
rose,medium,strong,65.35,1
rose,medium,mild,89.94,2
hibiscus,large,none,100.45,3
rose,small,strong,87.58,2
rose,small,mild,43.78,3
shoeblack plant,medium,none,84.13,3
hibiscus,large,none,164.25,3
shoeblack plant,large,none,107.06,3
shoeblack plant,large,none,114.8,3
rose,small,mild,39.91,1
hibiscus,large,none,121.37,1
shoeblack plant,medium,none,56.15,3
rose,small,strong,57.01,2
rose,medium,strong,60.71,3
shoeblack plant,large,none,85.72,3
hibiscus,large,none,199.49,3
rose,small,strong,48.01,1
rose,small,mild,99.45,3
shoeblack plant,large,none,57.74,1
shoeblack plant,medium,mild,64.89,2
shoeblack plant,medium,mild,87.22,1
hibiscus,large,none,140.24,1
hibiscus,large,none,116.78,2
hibiscus,large,none,181.42,1
shoeblack plant,medium,none,117.17,2
rose,small,mild,45.32,3
rose,medium,strong,76.78,3
shoeblack plant,medium,mild,73.15,2
shoeblack plant,medium,none,94.91,3
shoeblack plant,large,mild,131.1,1
shoeblack plant,medium,mild,116.22,2
rose,medium,mild,76.29,2
shoeblack plant,large,none,138.39,1
shoeblack plant,medium,none,108.76,3
rose,small,mild,87.11,3
shoeblack plant,medium,none,59.48,2
rose,medium,strong,45.12,2
rose,small,strong,45.01,2
shoeblack plant,large,mild,118.37,3
rose,medium,mild,91.08,1
hibiscus,large,none,168.99,1
